client_id,client_name,first_name,last_name,company_name,client_type,email,email_secondary,phone,phone_mobile,fax,address_line1,address_line2,city,state_province,postal_code,country,billing_address,created_on,modified_on,status,notes,credit_limit,payment_terms
CL-0241,TechnoLogic LLC,,,TechnoLogic LLC,,legal@technologicllc.com,,N/A,(248) 477-2627,,4337 Second Dr,Suite 885,Baltimore,MD,23834,India,"4337 Second Dr, Baltimore, MD 23834",2021/08/14,,Active,Legacy client record,,
CL-0242,Ryan Lewis,Ryan,Lewis,,person,ryan.lewis@example.com,,+1-750-453-6380,+1-279-523-4702,957-238-3631,2862 First St,,Dallas,TX,64946,Germany,,08/08/2019,,inactive,,,30 days
CL-0243,"Gomez, Sarah",Sarah,Gomez,,individual,,,706-822-8979,,,8472 Lincoln Dr,,Detroit,MI,41132,Deutschland,,04/07/2019,07-28-2024,Active,,27636.68,
CL-0244,"Phillips, Jason",Jason,Phillips,,,jason.phillips@example.com,,+1-593-422-9986,841 757 2303,,5503 Washington Dr,,Jacksonville,FL,88075,United States,,03/28/19,19/02/24,active,,,
CL-0245,"Stewart, Jennifer",Jennifer,Stewart,,person,jennifer.stewart@example.com,,744.905.1067,,,9800 Main St,,Los Angeles,CA,67927,USA,,11/18/2018,,,,,COD
CL-0246,"Phillips, Donna",Donna,Phillips,,person,,,1-968-811-9699,,,9813 Main Dr,Suite 286,Baltimore,MD,39603,JP,"9813 Main Dr, Baltimore, MD 39603",12-11-2020,06-04-2023,Active,,14902.42,Net 30
CL-0247,"Clark, Michael",Michael,Clark,,,,,361-431-7608,+1-408-244-7085,,6923 First Blvd,Suite 399,Milwaukee,WI,58199,Brazil,,24/08/2022,,Active,,,15 days
CL-0248,TechLink,,,TechLink,company,legal@techlink.com,,1-945-342-5002,250 581 7816,,6884 Second Way,,San Jose,CA,90403,Brazil,,04 January 2023,08/10/23,,,25485.2,15 days
CL-0249,Edward Miller,Edward,Miller,,,edward.miller@example.com,,1-282-819-2976,,,1810 First Ave,,Albuquerque,NM,53017,Germany,"1810 First Ave, Albuquerque, NM 53017",2019-10-06,"October 30, 2023",,,27033.41,COD
CL-0250,SmartSystems,,,SmartSystems,company,legal@smartsystems.com,,572-895-5881,+1 238 296 9808,,3234 Main Blvd,,Houston,TX,68653,IN,,07/04/2018,,Active,Legacy client record,,
CL-0251,"Smith, Robert",Robert,Smith,,person,robert.smith@example.com,,+1 422 555 3612,,+1 552 464 4860,8588 Park St,,El Paso,TX,99279,China,"8588 Park St, El Paso, TX 99279",08/12/18,10/05/23,active,Legacy client record,10445.48,Net 30
CL-0252,"Lewis, Jacob",Jacob,Lewis,,person,,,+1 670 454 4964,(382) 488-4367,,3645 Park Ave,,Washington,DC,90329,DE,,05/09/2020,"November 06, 2023",Active,Legacy client record,,Net 30
CL-0253,"Rivera, Andrew",Andrew,Rivera,,,andrew.rivera@example.com,,(712) 763-6410,,,7400 Washington Dr,,San Francisco,CA,78001,JP,"7400 Washington Dr, San Francisco, CA 78001",18/06/18,,inactive,,,
CL-0254,"Flores, Charles",Charles,Flores,,,charles.flores@example.com,,+1 723 577 3773,379-280-4150,,184 Lincoln Blvd,,San Jose,CA,62747,IN,"184 Lincoln Blvd, San Jose, CA 62747",TBD,,Active,,31354.61,30 days
CL-0255,"Carter, Dorothy",Dorothy,Carter,,individual,,,(679) 862-2986,596.741.1257,,5938 Main Dr,Suite 779,Detroit,MI,13003,Germany,,07-20-2023,,active,,6740.59,30 days
CL-0256,"Lee, Charles",Charles,Lee,,person,charles.lee@example.com,,+1 482 727 2860,,,707 Park St,Suite 924,Louisville,KY,78218,USA,,22-06-2021,,active,,,
CL-0257,CyberSoft,,,CyberSoft,,legal@cybersoft.com,,(755) 299-6699,,(530) 767-3154,3828 First Ave,,Jacksonville,FL,14647,BR,,2018/12/02,,suspended,,21288.58,COD
CL-0258,"Jackson, Edward",Edward,Jackson,,,edward.jackson@example.com,,550-317-2053,,,4693 Park St,,Memphis,TN,79658,GB,"4693 Park St, Memphis, TN 79658",01 February 2018,,suspended,,35077.21,COD
CL-0259,"Parker, Mary",Mary,Parker,,person,mary.parker@example.com,,1-451-402-5383,645.768.1007,,230 Main Way,Suite 961,Nashville,TN,40937,BR,"230 Main Way, Nashville, TN 40937",30-08-2021,,ACTIVE,,42830.13,30 days
CL-0260,"Jackson, Donna",Donna,Jackson,,individual,donna.jackson@example.com,,693.825.5078,806-642-1001,+1 753 525 2365,3829 Second Blvd,,Los Angeles,CA,26560,UK,"3829 Second Blvd, Los Angeles, CA 26560",11-07-2018,2023-07-24,inactive,,10537.23,COD
CL-0261,TechNet,,,TechNet,company,legal@technet.com,,782-410-2939,1-399-557-9570,,6273 Second Ave,,Charlotte,NC,74599,United States,,17 December 2022,,ACTIVE,,45415.38,30 days
CL-0262,"King, Lisa",Lisa,King,,,lisa.king@example.com,,(634) 628-9281,,,7958 Main Blvd,Suite 459,Charlotte,NC,59159,CN,"7958 Main Blvd, Charlotte, NC 59159",04 May 2018,,,,13520.24,
CL-0263,"Carter, Helen",Helen,Carter,,,helen.carter@example.com,,678.705.1530,+1-905-759-6873,,701 Lincoln Way,,Jacksonville,FL,75563,IN,,2023-12-07,,ACTIVE,Legacy client record,12212.03,Net 30
CL-0264,"Martinez, Kimberly",Kimberly,Martinez,,individual,,,653.513.7549,+1-744-693-4300,,3614 First Ave,Suite 649,San Antonio,TX,72842,Brazil,"3614 First Ave, San Antonio, TX 72842",14/08/2018,02-11-2024,ACTIVE,,18613.07,15 days
CL-0265,"Diaz, Donna",Donna,Diaz,,person,donna.diaz@example.com,,(474) 362-5142,1-295-894-6620,,3570 First Way,,Chicago,IL,69332,Japan,,07 November 2019,19-03-2023,suspended,,35250.1,30 days
CL-0266,InnovaSoft LLC,,,InnovaSoft LLC,company,,,+1 962 231 1700,352.873.3697,,925 Washington Blvd,,Philadelphia,PA,96356,Australia,,27/08/2021,,suspended,,30924.56,
CL-0267,"Hill, Edward",Edward,Hill,,,edward.hill@example.com,,950.334.1054,,,8237 Park Blvd,,New York,NY,16455,DE,,01/16/2022,,ACTIVE,Legacy client record,22297.49,
CL-0268,"Collins, Jacob",Jacob,Collins,,person,jacob.collins@example.com,,871.833.5751,773-995-7807,,5370 Washington St,,Oklahoma City,OK,90004,Brazil,,"November 28, 2021",08-15-2024,active,,41018.77,15 days
CL-0269,SystemCore LLC,,,SystemCore LLC,company,legal@systemcorellc.com,,462 824 1173,,,4126 Main Blvd,,Memphis,TN,86686,USA,,05 May 2022,18-10-2023,Active,,17820.68,15 days
CL-0270,GlobalTech LLC,,,GlobalTech LLC,,legal@globaltechllc.com,,+1-957-948-4919,573.259.2681,,7001 First Ave,Suite 388,Phoenix,AZ,74745,United States,"7001 First Ave, Phoenix, AZ 74745",05/18/20,13 January 2024,,,3322.04,15 days
CL-0271,"Mitchell, Brian",Brian,Mitchell,,person,brian.mitchell@example.com,,463-757-1883,,244-385-4424,2639 Main Dr,,Chicago,IL,25388,JP,,08/10/20,2023/02/19,Active,,44297.35,COD
CL-0272,GlobalTech,,,GlobalTech,corporation,legal@globaltech.com,,+1 494 421 1688,N/A,,668 Park Way,,San Antonio,TX,16586,BR,"668 Park Way, San Antonio, TX 16586","December 21, 2022",,inactive,Legacy client record,,15 days
CL-0273,Biotech Solutions,,,Biotech Solutions,,legal@biotechsolutions.com,,610 805 1402,,,9076 First Blvd,,New York,NY,50059,Germany,,20-08-2021,12/11/23,suspended,,35289.48,30 days
CL-0274,GlobalTech Ltd,,,GlobalTech Ltd,company,,,(734) 525-1171,331 710 7057,,3152 Park Blvd,,Denver,CO,14379,Canada,"3152 Park Blvd, Denver, CO 14379",31/10/21,N/A,active,,,COD
CL-0275,Nancy Young,Nancy,Young,,individual,nancy.young@example.com,,+1 336 475 9993,+1-465-756-4207,,3307 Washington Ave,Suite 782,New York,NY,45534,BR,,26 June 2019,,ACTIVE,,1371.41,30 days
CL-0276,DataCore Inc,,,DataCore Inc,company,legal@datacoreinc.com,,413-597-7738,,,4151 Oak Way,Suite 184,Louisville,KY,56474,DE,,"November 03, 2023",,active,,,COD
CL-0277,Biotech Solutions,,,Biotech Solutions,,legal@biotechsolutions.com,,1-379-687-2393,(302) 628-5549,,4743 Oak Way,,Fort Worth,TX,43124,USA,,06/21/20,,suspended,,16520.96,15 days
CL-0278,TechnoLogic Corp,,,TechnoLogic Corp,,legal@technologiccorp.com,,(694) 368-1957,373.984.5152,,9046 Park Blvd,,Washington,DC,98064,DE,,13 September 2020,02/04/23,inactive,Legacy client record,,COD
CL-0279,Jason Allen,Jason,Allen,,individual,jason.allen@example.com,,+1 845 249 2078,527 410 9844,,4502 Second Blvd,,Phoenix,AZ,13577,France,,2018-10-27,09/30/2023,Active,,2796.11,COD
CL-0280,"Nguyen, Nancy",Nancy,Nguyen,,person,nancy.nguyen@example.com,,439.766.2919,,509-896-7222,8277 Park Way,,Austin,TX,76819,India,,02 November 2019,02/28/2023,,,,30 days
CL-0281,"Martinez, Kevin",Kevin,Martinez,,individual,kevin.martinez@example.com,,934-449-1755,,,2859 Park Ave,Suite 697,Oklahoma City,OK,94425,IN,,"March 15, 2023",,,Legacy client record,39779.62,15 days
CL-0282,SystemCore Corp,,,SystemCore Corp,corporation,legal@systemcorecorp.com,,+1 326 442 4202,(547) 797-7531,,7863 Park St,,Houston,TX,40822,CA,"7863 Park St, Houston, TX 40822",10/15/2019,12/09/2024,ACTIVE,,,Net 30
CL-0283,HealthTech Inc,,,HealthTech Inc,corporation,legal@healthtechinc.com,,212.839.8399,,501.631.8144,3286 Second Ave,,Fort Worth,TX,38489,CA,,"April 06, 2019",2024-08-15,inactive,,46361.54,
CL-0284,"Roberts, Donna",Donna,Roberts,,,donna.roberts@example.com,,+1 626 253 5508,561 359 6916,,23 Main Ave,,Nashville,TN,33575,India,"23 Main Ave, Nashville, TN 33575",2018/07/15,,ACTIVE,,9177.97,30 days
CL-0285,Biotech Solutions LLC,,,Biotech Solutions LLC,company,legal@biotechsolutionsllc.com,,+1-594-452-9445,,,5579 Oak Dr,Suite 603,Milwaukee,WI,53097,United Kingdom,"5579 Oak Dr, Milwaukee, WI 53097",05/04/2019,05/24/2023,inactive,,,30 days
CL-0286,"Rivera, George",George,Rivera,,,george.rivera@example.com,,1-218-502-2005,313.450.2187,(829) 910-9695,539 Lincoln St,,Jacksonville,FL,43110,Brazil,,10 October 2019,"May 15, 2024",active,,,
CL-0287,Jacob Rodriguez,Jacob,Rodriguez,,individual,jacob.rodriguez@example.com,,+1 207 322 2018,+1-612-770-3509,,6626 Washington Dr,Suite 122,Phoenix,AZ,86211,US,"6626 Washington Dr, Phoenix, AZ 86211",04/21/22,2024/03/28,inactive,,6730.85,Net 30
CL-0288,DataCore Inc,,,DataCore Inc,,legal_at_datacoreinc.com,,304 474 7014,381.678.9674,,2383 Washington Dr,Suite 443,Jacksonville,FL,87208,CA,"2383 Washington Dr, Jacksonville, FL 87208",09/09/22,,active,,15561.81,30 days
CL-0289,"Nguyen, Gary",Gary,Nguyen,,person,gary.nguyen@example.com,,231-756-5551,,,7458 Main Ave,,Indianapolis,IN,87857,United States,"7458 Main Ave, Indianapolis, IN 87857",24/02/2023,12/02/2024,active,,,15 days
CL-0290,"White, Laura",Laura,White,,,laura.white@example.com,,1-726-297-2634,+1 705 477 7419,,8565 First St,,San Diego,CA,89603,China,"8565 First St, San Diego, CA 89603","December 12, 2022",2023-02-17,inactive,Legacy client record,33299.44,
CL-0291,TechVision LLC,,,TechVision LLC,,,,422.301.5304,+1 368 270 9699,,3430 Washington Blvd,,Austin,TX,88784,Australia,"3430 Washington Blvd, Austin, TX 88784",07-25-2021,01-07-2024,suspended,,,Net 30
CL-0292,"Phillips, Sarah",Sarah,Phillips,,person,sarah.phillips@example.com,,+1 596 301 7422,,,7139 First St,Suite 680,Houston,TX,85655,UK,,2021/11/26,25/05/23,active,,42705.77,15 days
CL-0293,Materials Inc,,,Materials Inc,corporation,legal@materialsinc.com,,+1-543-503-7593,362.522.3400,,3993 Lincoln Ave,,Phoenix,AZ,41207,Australia,"3993 Lincoln Ave, Phoenix, AZ 41207",2018-07-29,,Active,,21765.25,30 days
CL-0294,"Lewis, Lisa",Lisa,Lewis,,person,lisa.lewis@example.com,,+1 845 987 5926,+1 272 472 4525,595.955.7526,8959 Washington Ave,,Washington,DC,47836,CN,"8959 Washington Ave, Washington, DC 47836",10/19/2019,,suspended,Legacy client record,,
CL-0295,TechVision Inc,,,TechVision Inc,,legal@techvisioninc.com,,220.680.6052,656-795-7053,,6891 Lincoln Dr,Suite 511,Baltimore,MD,13640,UK,"6891 Lincoln Dr, Baltimore, MD 13640",16 November 2021,02-04-2024,active,,,15 days
CL-0296,"Sanchez, Dorothy",Dorothy,Sanchez,,individual,dorothy.sanchez@example.com,,+1-462-358-5176,1-890-841-9090,,7567 Lincoln Way,,Memphis,TN,22324,Japan,"7567 Lincoln Way, Memphis, TN 22324",2022-02-11,"June 29, 2024",suspended,,12323.79,
CL-0297,Sandra Martin,Sandra,Martin,,individual,sandra.martin@example.com,,Unknown,,,1382 First Blvd,Suite 852,Charlotte,NC,15921,USA,,26-04-2020,19-07-2023,active,,43588.68,15 days
CL-0298,InfoSys,,,InfoSys,corporation,legal@infosys.com,,(978) 405-4024,+1 551 362 3183,N/A,8733 Main Ave,,Detroit,MI,33079,CN,,01 July 2018,06/03/2023,ACTIVE,,,
CL-0299,"Hill, Deborah",Deborah,Hill,,person,deborah.hill@example.com,,496 503 8556,,,7802 Park Dr,Suite 312,Louisville,KY,67452,United Kingdom,,03/26/2020,,,,,COD
CL-0300,SystemTech Inc,,,SystemTech Inc,,legal@systemtechinc.com,,1-361-836-2915,1-814-767-8130,,3213 Park Way,,El Paso,TX,89716,Australia,,11/05/18,2024-01-08,suspended,Legacy client record,48046.33,
CL-0301,"Sanchez, Thomas",Thomas,Sanchez,,,thomas.sanchez@example.com,,(538) 525-4352,+1 819 508 3830,,2754 Washington St,Suite 295,Dallas,TX,78699,Deutschland,"2754 Washington St, Dallas, TX 78699",04-05-2021,18 January 2023,,Legacy client record,,
CL-0302,Linda Gomez,Linda,Gomez,,person,linda.gomez@example.com,,Unknown,,,3782 Main Blvd,,Milwaukee,WI,73807,AU,,03/18/2018,"May 19, 2023",suspended,,18197.3,COD
CL-0303,"Rivera, Mary",Mary,Rivera,,,mary.rivera@example.com,,670.244.5761,733-314-3655,,4624 Park Dr,,Portland,OR,33371,Canada,"4624 Park Dr, Portland, OR 33371",2018-07-03,,Active,,,15 days
CL-0304,"Jones, Lisa",Lisa,Jones,,individual,lisa.jones_at_example.com,,+1-379-925-5556,+1 967 866 8573,,3649 Washington St,,Phoenix,AZ,53924,Canada,"3649 Washington St, Phoenix, AZ 53924",20-02-2019,27-07-2024,ACTIVE,,45313.26,Net 30
CL-0305,DataFlow,,,DataFlow,corporation,legal@dataflow.com,,458-361-3351,+1 677 568 8321,,4329 Washington Way,,Oklahoma City,OK,45698,Deutschland,,09/02/21,25-10-2023,suspended,,,
CL-0306,"Miller, Helen",Helen,Miller,,,helen.miller@example.com,,N/A,617-588-8561,,7231 Second Blvd,,Austin,TX,42328,Australia,"7231 Second Blvd, Austin, TX 42328",02/11/21,2023-05-23,,Legacy client record,,
CL-0307,"Wright, Gary",Gary,Wright,,individual,,,1-346-899-5281,823-710-9185,,8573 First Ave,,Memphis,TN,15336,United Kingdom,,"February 09, 2019",,inactive,,7085.87,
CL-0308,TechGrid Corp,,,TechGrid Corp,company,legal@techgridcorp.com,,1-251-220-9616,,434 234 9113,5184 Park Blvd,Suite 779,Memphis,TN,64554,BR,"5184 Park Blvd, Memphis, TN 64554",12/24/20,,Active,Legacy client record,,15 days
CL-0309,"Turner, Kevin",Kevin,Turner,,individual,kevin.turner@example.com,,+1 272 557 7114,1-978-511-2540,,9341 Lincoln Dr,Suite 396,New York,NY,99353,China,"9341 Lincoln Dr, New York, NY 99353",20/11/2018,2024-09-20,ACTIVE,Legacy client record,8814.78,
CL-0310,GlobalTech,,,GlobalTech,,legal@globaltech.com,,799.942.5113,737-415-1494,,7141 Washington Ave,,Memphis,TN,19867,CN,"7141 Washington Ave, Memphis, TN 19867",2018-05-12,15/06/2024,suspended,,49861.1,Net 30
CL-0311,"Martinez, Ronald",Ronald,Martinez,,,,,+1 813 564 6042,780.290.6081,,6405 Lincoln Dr,Suite 800,Charlotte,NC,59191,UK,,01/08/19,2023-12-11,inactive,,33762.53,30 days
CL-0312,Ruth Green,Ruth,Green,,person,ruth.green@example.com,,915-521-9010,(886) 738-4372,,3752 Lincoln St,,Baltimore,MD,11389,Brazil,"3752 Lincoln St, Baltimore, MD 11389",12/04/2020,12-19-2023,active,,17481.38,
CL-0313,David Torres,David,Torres,,,david.torres@example.com,,(575) 334-7705,(309) 848-1403,,6326 Second Way,,Boston,MA,46909,CN,"6326 Second Way, Boston, MA 46909",2018-05-03,05/24/23,,,,
CL-0314,"King, Paul",Paul,King,,person,paul.king@example.com,,+1 426 234 4643,,,8315 First St,Suite 788,Washington,DC,95112,Deutschland,,07/21/2022,TBD,Active,,,
CL-0315,"Baker, Kenneth",Kenneth,Baker,,individual,kenneth.baker@example.com,,+1 232 909 6041,,,6831 Oak St,,Jacksonville,FL,73164,UK,"6831 Oak St, Jacksonville, FL 73164",07/08/2019,"February 12, 2023",suspended,,,
CL-0316,"Phillips, John",John,Phillips,,person,,,+1-883-920-4714,+1 629 322 4172,(343) 429-9847,7807 Lincoln Way,Suite 617,Dallas,TX,69566,China,,2020-12-02,,Active,,,Net 30
CL-0317,"Nelson, Jeffrey",Jeffrey,Nelson,,individual,,,000-000-0000,,,1184 Park Blvd,,Las Vegas,NV,75113,United States,"1184 Park Blvd, Las Vegas, NV 75113",08-24-2019,,suspended,Legacy client record,46662.42,
CL-0318,"Murphy, Patricia",Patricia,Murphy,,,,,949.709.1363,(311) 447-5190,,1503 Oak St,,Las Vegas,NV,31267,France,,24-10-2023,,active,Legacy client record,,
CL-0319,"Allen, Michelle",Michelle,Allen,,individual,michelle.allen@example.com,,Unknown,771-351-2073,,4507 First Ave,Suite 458,New York,NY,79601,GB,"4507 First Ave, New York, NY 79601",2018-09-10,2023-02-01,inactive,,30276.19,COD
CL-0320,GlobalTech,,,GlobalTech,,legal@globaltech.com,,+1-406-603-6776,979 821 1478,,5380 Washington Way,,Chicago,IL,77523,Japan,"5380 Washington Way, Chicago, IL 77523",2021-07-17,01-04-2023,ACTIVE,,,
CL-0321,Lisa Brown,Lisa,Brown,,individual,lisa.brown@example.com,,+1-598-435-5575,+1 841 410 9686,535.252.7182,634 Oak Dr,,Philadelphia,PA,44113,China,"634 Oak Dr, Philadelphia, PA 44113","July 15, 2023","October 28, 2024",,,,15 days
CL-0322,Jeffrey Morris,Jeffrey,Morris,,individual,jeffrey.morris@example.com,,+1 959 713 5624,,,4362 Lincoln Dr,,Louisville,KY,36878,Deutschland,"4362 Lincoln Dr, Louisville, KY 36878",03-07-2019,27-06-2023,,Legacy client record,34809.7,Net 30
CL-0323,"Torres, Nancy",Nancy,Torres,,person,nancy.torres@example.com,,620-889-1352,,,9368 Park Ave,Suite 346,San Jose,CA,88002,IN,,16 June 2023,,Active,,,COD
CL-0324,SmartSystems,,,SmartSystems,corporation,legal@smartsystems.com,,1-890-504-3334,(809) 909-6029,,4775 Oak Way,Suite 745,Fort Worth,TX,75195,Canada,,04-08-2020,09-26-2023,ACTIVE,,40150.2,Net 30
CL-0325,"Thompson, Ryan",Ryan,Thompson,,individual,ryan.thompson@example.com,,(284) 274-4471,454-347-3334,,7352 Main Ave,,Baltimore,MD,22804,Canada,"7352 Main Ave, Baltimore, MD 22804",2018/05/06,,Active,Legacy client record,22650.23,
CL-0326,"Nelson, William",William,Nelson,,individual,william.nelson@example.com,,327-875-9591,,,9072 Main Ave,,Austin,TX,79932,China,"9072 Main Ave, Austin, TX 79932",2019/03/05,,suspended,,8879.36,COD
CL-0327,"Reyes, Ronald",Ronald,Reyes,,,,,518-961-9604,,,684 Park Way,,Seattle,WA,13526,Australia,,08/04/2019,24/05/23,ACTIVE,Legacy client record,29122.94,
CL-0328,Biotech Solutions Inc,,,Biotech Solutions Inc,,legal@biotechsolutionsinc.com,,1-690-419-1035,982-218-5425,,1432 Main Ave,,Memphis,TN,78203,United Kingdom,"1432 Main Ave, Memphis, TN 78203",20 April 2023,,suspended,Legacy client record,43092.95,30 days
CL-0329,InnovateX,,,InnovateX,corporation,legal@innovatex.com,,1-922-687-8161,463-338-8938,,6725 Main Way,,Seattle,WA,13615,Australia,,03/11/2023,,,,,30 days
CL-0330,"Ramirez, John",John,Ramirez,,person,john.ramirez@example.com,,(502) 605-4660,1-215-423-2713,,9684 Oak St,,Milwaukee,WI,72104,US,"9684 Oak St, Milwaukee, WI 72104",2018-07-08,,active,,,Net 30
CL-0331,DataFlow,,,DataFlow,corporation,,,906 768 9697,486.835.4329,,7228 Washington Blvd,,Memphis,TN,59658,FR,"7228 Washington Blvd, Memphis, TN 59658",2022/05/13,30 April 2023,active,,3427.94,
CL-0332,"Smith, Mary",Mary,Smith,,person,mary.smith@example.com,,+1-721-828-7342,1-961-740-3148,,2435 Lincoln Blvd,,Portland,OR,53120,United Kingdom,"2435 Lincoln Blvd, Portland, OR 53120",04-06-2023,,suspended,,5850.15,
CL-0333,TechWorld,,,TechWorld,,legal@techworld.com,,(383) 866-4336,893.313.8307,,5793 Lincoln Dr,Suite 867,Charlotte,NC,90096,United States,"5793 Lincoln Dr, Charlotte, NC 90096","November 06, 2019",07-25-2024,inactive,,6738.79,
CL-0334,SystemFlow Ltd,,,SystemFlow Ltd,company,legal@systemflowltd.com,,1-440-270-3893,(936) 912-5824,,479 Washington Way,,Austin,TX,80624,India,,29/04/2018,07 January 2023,inactive,,23593.85,15 days
CL-0335,"Young, Christopher",Christopher,Young,,individual,christopher.young@example.com,,548 658 2806,(964) 780-3546,+1-924-775-5026,8591 Oak Blvd,,New York,NY,21532,United States,,17/05/2022,,suspended,Legacy client record,6479.11,
CL-0336,DataFlow Inc,,,DataFlow Inc,company,legal_at_dataflowinc.com,,820-493-5510,,,8224 Washington Way,,El Paso,TX,57859,Japan,,05/20/23,,active,Legacy client record,22516.23,COD
CL-0337,"Young, Paul",Paul,Young,,individual,,,(546) 902-6378,,,9419 Main Dr,,Seattle,WA,42240,GB,"9419 Main Dr, Seattle, WA 42240",04/01/2022,2023/07/11,active,,32445.67,COD
CL-0338,"White, Brian",Brian,White,,,brian.white@example.com,,935.210.2650,,,8839 Lincoln Ave,,Austin,TX,85525,India,,07/11/2018,03-25-2024,ACTIVE,,39358.22,Net 30
CL-0339,"Carter, Kevin",Kevin,Carter,,person,kevin.carter@example.com,,591-573-8680,559 229 9643,953.788.1810,2071 Park Way,,Boston,MA,31644,Brazil,,2021/04/08,06/28/24,,Legacy client record,40464.54,15 days
CL-0340,"Johnson, Sandra",Sandra,Johnson,,,sandra.johnson@example.com,,+1 927 389 3616,,,5783 Park St,,Albuquerque,NM,96026,BR,,07-08-2018,,inactive,,2154.86,
CL-0341,HealthTech,,,HealthTech,company,,,1-595-745-9403,+1-886-221-3555,771 967 9066,2486 Washington Blvd,,San Diego,CA,80111,Deutschland,,2021/07/10,,suspended,,20747.75,
CL-0342,"Adams, Donna",Donna,Adams,,person,donna.adams@example.com,,517 611 3275,+1 733 642 8719,864-620-4734,3109 Park Ave,,Indianapolis,IN,25273,US,,24-01-2023,10/06/2023,active,,22049.21,15 days
CL-0343,"Carter, Ruth",Ruth,Carter,,person,ruth.carter@example.com,,N/A,,,9065 Main St,,Baltimore,MD,16022,Brazil,"9065 Main St, Baltimore, MD 16022",2020/11/15,04/22/24,ACTIVE,,,Net 30
CL-0344,Sarah Nelson,Sarah,Nelson,,individual,sarah.nelson@example.com,,+1 755 646 3690,,,229 Second Blvd,,San Jose,CA,59841,GB,"229 Second Blvd, San Jose, CA 59841",05-31-2023,2024/09/27,inactive,,,30 days
CL-0345,"Hernandez, Ryan",Ryan,Hernandez,,individual,,,788 586 8929,,,2519 Second Ave,Suite 481,Indianapolis,IN,68291,United States,"2519 Second Ave, Indianapolis, IN 68291",04/04/2023,12 January 2024,,,34690.6,
CL-0346,TechPro,,,TechPro,corporation,legal@techpro.com,,870 822 3772,714.858.7382,,9341 First Way,,Austin,TX,78680,US,"9341 First Way, Austin, TX 78680","July 28, 2021",,suspended,,,
CL-0347,"Lopez, Michelle",Michelle,Lopez,,individual,michelle.lopez@example.com,,000-000-0000,1-876-397-7820,,2300 Washington Ave,,Indianapolis,IN,11639,IN,,31/01/23,22/04/2024,active,Legacy client record,46148.91,15 days
CL-0348,DataDyne,,,DataDyne,,legal@datadyne.com,,1-947-800-2834,,,5029 Lincoln Dr,,El Paso,TX,64128,Canada,,28/08/2019,2023/01/19,suspended,Legacy client record,,15 days
CL-0349,"Wright, Mary",Mary,Wright,,individual,,,(805) 769-2821,417 893 8009,(240) 267-4408,9331 Lincoln Dr,,Seattle,WA,57911,India,"9331 Lincoln Dr, Seattle, WA 57911",06/12/22,03/14/23,inactive,,42563.84,15 days
CL-0350,"Martin, Dorothy",Dorothy,Martin,,person,dorothy.martin@example.com,,956.613.4526,,,7152 Second Way,,Denver,CO,74913,France,,08-03-2019,12/05/2024,suspended,,18452.63,
CL-0351,"Anderson, Karen",Karen,Anderson,,individual,karen.anderson@example.com,,+1 200 468 2484,+1-718-721-3580,,4107 Second Blvd,,Charlotte,NC,69662,Brazil,,04/04/22,"January 21, 2023",Active,,,
CL-0352,"Torres, Robert",Robert,Torres,,person,robert.torres@example.com,,(607) 659-6341,,,1262 First Way,Suite 547,San Diego,CA,40072,CA,,23/11/2018,09-09-2023,inactive,,49733.35,30 days
CL-0353,"Turner, John",John,Turner,,person,john.turner@example.com,,791.647.6740,,,1019 Second Blvd,,Nashville,TN,85178,Germany,"1019 Second Blvd, Nashville, TN 85178",09/30/23,2024-11-11,,Legacy client record,32593.02,30 days
CL-0354,Energy Solutions LLC,,,Energy Solutions LLC,company,,,295.812.7861,,,6633 Main Ave,,Jacksonville,FL,81221,China,,2023-01-18,,Active,Legacy client record,5273.91,30 days
CL-0355,TechLink Ltd,,,TechLink Ltd,corporation,legal@techlinkltd.com,,927-446-1547,,,845 Washington Way,,Portland,OR,95759,DE,"845 Washington Way, Portland, OR 95759","September 24, 2022",14/06/2023,Active,Legacy client record,,30 days
CL-0356,Industrial Systems Inc,,,Industrial Systems Inc,company,,,429 939 5143,+1 960 462 5805,692-275-5652,948 Oak Dr,,Columbus,OH,13159,Canada,"948 Oak Dr, Columbus, OH 13159","June 16, 2021",,active,,29223.22,15 days
CL-0357,"Parker, Jessica",Jessica,Parker,,person,jessica.parker@example.com,,929 531 7487,,,2032 Lincoln Ave,,Portland,OR,50241,US,,10-16-2020,,Active,,33791.01,
CL-0358,Mark Hill,Mark,Hill,,,,,366-803-7249,,,9433 Main Ave,Suite 478,Memphis,TN,41987,United States,,27/12/23,29/07/23,inactive,,39393.62,15 days
CL-0359,"Carter, Timothy",Timothy,Carter,,,,,531 362 5906,,,8449 Main St,,Houston,TX,26237,JP,"8449 Main St, Houston, TX 26237","July 18, 2020",2023/02/28,inactive,,,Net 30
CL-0360,Elizabeth Miller,Elizabeth,Miller,,individual,elizabeth.miller@example.com,,+1-631-598-8250,(538) 477-7530,762 400 2880,7267 Second Ave,Suite 214,San Jose,CA,85890,Germany,,11/20/20,,suspended,Legacy client record,46069.68,30 days
CL-0361,SystemCore Inc,,,SystemCore Inc,,,,703-405-3550,+1-367-241-5815,,3037 Main Blvd,,Detroit,MI,89336,BR,"3037 Main Blvd, Detroit, MI 89336",17 June 2019,05/31/23,suspended,,18908.28,Net 30
